user,comment,time,like
sagurua,"品味不一样吧，我也不喜欢rap那段[汗]
不过喜欢rap的应该是从抖音听过来的",2025-07-03 18:46:17,0
孙有刚_,明天中考出分一定上岸,2025-07-03 18:23:16,1
忧郁的不呐呐,许个愿吧,2025-07-03 18:20:52,0
忧郁的不呐呐,接下来的半年我们越来越好@所有人,2025-07-03 18:17:04,0
yeahhhhhho,关关是难关 但我们关关过,2025-07-03 17:49:34,0
sxrr-,@西西柿_ltty 关关难过关关过,2025-07-03 17:40:16,0
sxrr-,Sxr2026一定上岸！,2025-07-03 17:33:35,0
重生之我骗小孩去网吧,经过几天的阴天终于出太阳了，就像你走出雾霾有了自己的方向一样,2025-07-03 17:11:48,1
不可爱还很坏捏,普洱天气好不好 你好不好˵＞𖥦＜˵,2025-07-03 17:10:04,0
-ZZZZZZZZlh,能量低的时候，听一下这首歌 仿佛能充电,2025-07-03 16:08:50,2
重生之我骗小孩去网吧,"亲爱的今天你开心吗
",2025-07-03 15:57:11,0
达芬奇的晚安,"会的
",2025-07-03 15:54:20,0
如同悲伤被下载了2次,看看我的[大笑],2025-07-03 15:34:12,0
_em1_7,"。
",2025-07-03 15:27:57,0
若不再痛苦,希望爸爸手术成功,2025-07-03 14:40:57,3
恋爱脑完蛋,关关难过关关过,2025-07-03 14:38:48,0
这是小船,每次没劲的时候就听一听，五天后的西交夏令营加油[流泪],2025-07-03 13:58:54,1
有点严谨但不多,"冒昧了我才5⃣️
",2025-07-03 13:50:27,0
音为_你,10级呀~,2025-07-03 12:00:35,0
Tu一_9KvJ,关关难过关关过,2025-07-03 11:35:08,0
快使用动耳神功,关关难过关关过,2025-07-03 11:31:05,0
责服,祝自己成绩好点,2025-07-03 11:02:02,0
GGond_,好听,2025-07-03 10:52:24,0
那个像斯外戈的吹泡泡选手,"没见过
",2025-07-03 10:43:15,0
YUanLin_9,"1
",2025-07-03 10:42:38,0
你的喜欢我收到了,沾沾喜气,2025-07-03 10:25:43,0
Mnigll,关关是难关 但我们关关过,2025-07-03 10:19:19,1
Qeverluvself7,考上三高考上三高考上三高考上三高考上三高考上三高考上三高考上三高考上三高考上三高考上三高考上三高考上三高考上三高考上三高考上三高考上三高考上三高考上三高考上三高考上三高考上三高考上三高考上三高考上三高考上三高考上三高考上三高考上三高考上三高考上三高考上三高考上三高考上三高,2025-07-03 09:30:52,0
Qeverluvself7,考上三高!,2025-07-03 09:28:06,0
sehuniiiiiii,"三个小时六起算幸运了

",2025-07-03 09:27:11,0
yiiiiii艺,关关是难关 但我们关关过,2025-07-03 09:05:26,1
yiiico_Y,林俊杰,2025-07-03 08:52:18,0
ppdD洪荒之力,考到了没,2025-07-03 08:00:18,0
雨水聆参,期末考加油！政治上95！英语及格！,2025-07-03 07:19:52,0
Romantic_铭,我也是[流泪][流泪][流泪],2025-07-03 06:31:47,0
谢先生的云村,"1
",2025-07-03 04:06:40,0
拔刀却留不住落樱,叽里咕噜的,2025-07-03 02:30:15,0
青柑普誀,上了吗兄弟,2025-07-03 01:22:34,0
忧郁算天赋吗-,本来只想借个打火机 低下头看到你弯弯的睫毛 不如借个以后吧,2025-07-03 01:10:49,1
aa機靈小貓,期末考试加油加油,2025-07-03 00:41:16,0
aa機靈小貓,中考结束了[呲牙]‼️明天轮到我们期末快喽👏🏻👏🏻 都加油加油加油加油加油加油🥳🤲🏻关关难过关关过👏🏻👏🏻分来分来分来分来分来！！～嘻嘻嘻嘻嘻[呲牙]👍🏻👍🏻[星星][星星],2025-07-03 00:40:56,1
辣妹芽,加油 快忘了,2025-07-03 00:32:44,0
小羊肖恩-_n,"哈哈哈哈
",2025-07-03 00:10:00,0
7_再睡365天,关关难过但我关关过 相信自己一定可以！明天考试继续加油 一定要取得好成绩啊 我一定要留在十班！！！,2025-07-03 00:03:20,0
啦啦啦_3quX,我要让妈妈成为别人口中的羡慕，培养出一个研究生，一个公务员。2025年国省考我一定上岸！！！,2025-07-02 23:57:02,0
拿什么抗衡本少,我们明天查,2025-07-02 23:43:25,0
07-東京小魚,一定会的,2025-07-02 23:37:18,0
07-東京小魚,考试加油!,2025-07-02 23:37:07,0
吃不饱的阿福,我也是云南的哎我们后天查[流泪],2025-07-02 22:54:11,0
吃不饱的阿福,还有一天查中考成绩，希望可以比平时高很多分🥹,2025-07-02 22:53:05,3
南部二十四,安？,2025-07-02 22:51:15,0
拿什么抗衡本少,求求明天查分是非常非常高的[多多比耶],2025-07-02 22:34:21,2
作践我的天真,难关破,2025-07-02 22:27:29,0
作践我的天真,关关是难关 但我们关关过,2025-07-02 22:27:04,1
sikun0917,明天查分顺利,2025-07-02 22:14:59,1
真的百岁山,→     两指往中间拉      ←,2025-07-02 22:13:45,0
王哪吒-sy,球球了我想去北京看演唱会！,2025-07-02 21:29:24,0
新酱的白,现在呢,2025-07-02 21:26:29,0
帐号已注销,"没见过
",2025-07-02 21:26:09,0
壹__念,志愿填完了，希望你可以如愿[爱心],2025-07-02 21:22:57,0
不吃晚饭321,"奥力给！
",2025-07-02 20:22:27,0
不吃晚饭321,"2027 一定上岸同济！ 明年来还愿！
",2025-07-02 20:21:44,2
等我下课一起,天天开心,2025-07-02 20:20:04,0
咪咪世界大王,难关 都破,2025-07-02 20:18:30,0
小周高考上岸,蹲到了，有没有考上[吐舌],2025-07-02 20:09:02,0
谢一意,加油💪期末,2025-07-02 20:07:31,0
狂妄的小薇,考上了嘛[多多调皮][多多调皮],2025-07-02 19:46:31,0
生亦孤傲,是的,2025-07-02 19:09:36,0
栀子花的思念_K,没考上😭,2025-07-02 18:52:36,0
破晓时的卡布奇诺,明天查成绩 分来 高分来,2025-07-02 18:33:57,1
sssssutttt_,26考研一战上岸！,2025-07-02 18:12:13,0
8月25日的东东,9月一定会考过！,2025-07-02 18:07:16,0
hua-l-h,加油加油,2025-07-02 17:56:36,0
hua-l-h,加油,2025-07-02 17:55:45,0
醉她诚,加油,2025-07-02 17:52:05,0
适配_A,幸福就在下一个转角,2025-07-02 17:49:28,0
394828_EvYi,怎么样了现在,2025-07-02 17:32:54,0
Zero_1123z,祝我生地会考双A [拜][拜][拜],2025-07-02 17:08:34,0
琳嘻唰,[多多大笑],2025-07-02 17:06:08,0
小7最最最爱喝蜜蜜茶,明天就要考试了加油👊👊,2025-07-02 16:11:29,0
困在不眠黑夜o,"应该没有吧
",2025-07-02 15:41:02,0
hzjsex-123,关关是难关 但我们关关过,2025-07-02 15:25:15,5
yuzu_ys,我一定会关关过！,2025-07-02 15:05:27,1
毛茸茸的V,好多好多年前的歌突然推给我，好想回到09年,2025-07-02 14:49:37,0
小胡同里的秘密,今天晚上查分  发挥超常啊！！！三中！！！,2025-07-02 14:12:55,0
蓝湖石青创作家,2026年我一定会是研究生的！[拜][拜],2025-07-02 13:43:33,0
呆呆头鹅__,从来没想到降薪这件事情会落我的头上，整理完情绪准备重新找工作，但是面试了好多次，都没成功，努力准备面试吧，加油！要相信自己！冲冲冲！,2025-07-02 12:00:05,0
塔尔寺草绿柚子汁,很喜欢很喜欢,2025-07-02 11:51:31,0
糕绵绵_YwMJ,考上了吗姐妹,2025-07-02 11:40:13,0
Tuttiing,查分过过过[拜][拜][拜],2025-07-02 11:29:11,0
07_INK,关关难过 官官过！##官俊臣#,2025-07-02 10:55:58,0
07_INK,关关难过 官官过！##官俊臣# ,2025-07-02 10:55:28,0
浪费_4Oub,哇，好棒,2025-07-02 10:37:16,0
椰子Heart,期待你的好消息哦,2025-07-02 10:07:16,0
-钟夏_,幸福就在下一个转角,2025-07-02 09:43:59,0
Braveryhearttt,考了622全省位次3467应该能上吧，反正厦大是第一志愿等通知书吧[可爱],2025-07-02 09:38:57,2
超级好嗷,会上岸的，即使困难……,2025-07-02 08:40:53,0
遛遛哇,加油！,2025-07-02 07:54:08,0
爱吃唐葫芦,不信,2025-07-02 07:49:05,1
Aka黑水,是的,2025-07-02 07:32:24,0
YALO_IUK,有没有一起听歌的 关注我,2025-07-02 04:13:38,1
不停息的阴雨,今天下午四点就查中考成绩了，祝我也祝大家前程似锦！,2025-07-02 03:33:43,2
祈遇见你,考上了吗？我梦想的大学，可能这一辈子也无法见她一面了[心碎],2025-07-02 01:30:36,1
yam_吖木,这首歌听着让人想哭,2025-07-02 01:30:11,1
JJJJJai_,[大笑],2025-07-02 00:58:31,0
伸手在风里17,让我上岸吧💪💪💪,2025-07-02 00:41:52,0
慕寒暄,[多多比耶],2025-07-02 00:25:57,0
乔野QxQ,今天出分。加油 我要上一中。,2025-07-02 00:18:17,0
遇见獭如春水映梨花,现在陆[旺柴],2025-07-02 00:14:49,0
他们说我的天气阴晴不变,中考必胜！二中见！,2025-07-02 00:14:41,0
大榕榕_Lin,7月的第一天，特别伤心的度过了，打开加油看到大家很努力的生活，我也会很努力，谢谢喜欢林俊杰音乐的大家,2025-07-01 23:48:06,1
大榕榕_Lin,我在厦门等你,2025-07-01 23:46:32,0
少思绪,马上中考出分了[抱抱],2025-07-01 23:45:21,0
ChenK_0802,期末加油！！！！！！,2025-07-01 23:27:36,0
添望让我早点睡,明天我一定可以考好的对吧。,2025-07-01 23:25:38,1
顾blackx,"中考顺利
",2025-07-01 23:24:05,1
弦乐器出来野百合,实验等我！,2025-07-01 23:02:10,0
春风过堂,[多多可怜],2025-07-01 22:54:02,0
温妤songqi,加油,2025-07-01 22:50:00,0
温妤songqi,祝早日康复,2025-07-01 22:49:51,0
温妤songqi,加油,2025-07-01 22:48:57,1
温妤songqi,现在是2025年 马上成绩就出来了 保佑我能上一中。,2025-07-01 22:47:12,0
温妤songqi,现在已经是2025年啦你应该过上自己想要的生活了吧？,2025-07-01 22:45:55,0
温妤songqi,我是未来人 疫情已经控制啦,2025-07-01 22:43:51,0
放假小二,考试加油 前程似锦 幸福就在下一个转角 加油,2025-07-01 22:40:48,0
张振华要振华,看到自己喜欢了很久的曲突然火了 比JJ还高兴[奸笑],2025-07-01 22:37:51,0
诶梦梦,嗯，12点出来我要死了,2025-07-01 22:28:39,0
Xing走在人群中孤独的猫,还好吧[鬼脸],2025-07-01 22:14:06,0
_1要早睡,关关难过关关过,2025-07-01 22:10:18,0
栀秋的煜,2025年中考590以上[拜][拜][拜],2025-07-01 21:41:21,0
JJLin-JJ20,期末考试考出理想成绩，让我们加油[大笑],2025-07-01 21:27:09,0
月岛下夏天,关关是难关 但我们关关过 不要放弃,2025-07-01 21:18:29,0
木南告白,咋样啊兄弟,2025-07-01 21:16:40,0
冬缘12,我要考一个好的大学 然后和你在一起^,2025-07-01 21:12:24,1
夜巴黎_k8KT,和元旦一起加油吧！,2025-07-01 21:12:03,0
夜巴黎_k8KT,中考必胜,2025-07-01 21:10:53,0
云瑞_GWoG,中考成绩优异 考上自己理想的学校,2025-07-01 20:58:14,1
苹果加y,加油！！！期末不挂科！！！求求,2025-07-01 20:56:59,2
我小时候贼猛L,现在怎么样了,2025-07-01 20:35:01,0
Vina_lulu,关关难过关关过,2025-07-01 20:27:33,0
冰到屿,最近你好吗,2025-07-01 20:20:35,0
詹詹好运-,加油,2025-07-01 19:59:16,0
个浅侑或fnctp,相亲一个女孩子，她朋友圈有这首歌，我第一时间就用来做铃声了，可是她却从来没打过电话给我，可能这就是缘分吧，苏,2025-07-01 19:55:55,0
世界比我坏i,明天查分数一定会上岸的！！！[多多大哭],2025-07-01 19:35:12,2
姜淮渝-,祝福[强],2025-07-01 19:01:53,0
1m85初中生_RqFx,中考一定要上岸啊,2025-07-01 19:00:09,2
咕嘟烏,昨晚刚升职，今天被炒。得到了梦寐以求的工作，然而保住它很难，职场无时无刻不在提醒你，想学到东西就需要自己去主动，但没有人有义务帮助你，脑海里有两个自己在被拉扯，一个胆怯一个故作坚强。我真的很害怕自己做不好，有很多东西不会，只能边哭边学。晚上神经衰弱醒好几次，但我不能认输。,2025-07-01 18:45:29,0
船上创新邦板牙鸡,"好快啊，马上十年了
",2025-07-01 18:34:52,0
-壹y1,考上了吗,2025-07-01 18:27:36,0
捉刀客_ECdx,加油哦，肯定会成功的！！！,2025-07-01 17:21:33,0
捉刀客_ECdx,肯定会的，加油啊！！！,2025-07-01 17:20:01,0
捉刀客_ECdx,中考加油！祝你金榜题名！！！,2025-07-01 17:18:38,0
不爱唱歌111,小小的夸奖 大大的开心 ,2025-07-01 17:18:11,0
_星期八见7,恭喜🎉,2025-07-01 17:10:25,0
7i2q9,考上了嘛！,2025-07-01 16:57:38,0
小张不孬__Z,想上理想大学🥹,2025-07-01 16:18:31,0
小张不孬__Z,希望高考顺利上岸🥹[流泪][流泪],2025-07-01 16:18:11,0
醉她诚,加油加油,2025-07-01 15:49:05,0
衬衫上有双瓣茉莉香,二中等我！！！,2025-07-01 15:40:04,0
衬衫上有双瓣茉莉香,510+！！！一定要啊！！！,2025-07-01 15:39:27,0
衬衫上有双瓣茉莉香,我一定能上二中！！！,2025-07-01 15:39:02,0
下一个春_zYnB,考试成绩600+,2025-07-01 14:58:16,0
hi一卷小羊,如愿以偿吗？,2025-07-01 14:33:51,0
鹿怀序,“最近你好吗  少了一点微笑”,2025-07-01 14:26:46,0
PLingyang,羚羊公主,2025-07-01 14:22:37,0
无趣怡生,加油 我一定能考上二中,2025-07-01 14:14:35,0
落衾白,中考上岸！,2025-07-01 14:04:23,0
hansKKK777,考试了吗,2025-07-01 13:47:02,0
胖胖鼠打天下,我是几？[多多调皮],2025-07-01 13:43:36,0
o桃妹,[多多比耶],2025-07-01 13:16:33,0
伈韵,加油,2025-07-01 13:09:42,0
终闪耀08042,忘了哪个鬼吹灯里看到的了,2025-07-01 13:09:18,0
终闪耀08042,关关难过关关过 事事难成事事成,2025-07-01 13:08:56,0
梦想的帅,看我敢说话吗,2025-07-01 12:47:30,0
菌肥_jj,好听,2025-07-01 12:05:08,0
透过枝哑的窗,2027考上警校 当警察,2025-07-01 12:00:47,1
L-sakura-H,[哀伤],2025-07-01 11:53:20,0
靠山小涵,考试失意 游戏被骂 现实孤单 我原谅你们了 我相信“幸福就在下一个转角”,2025-07-01 11:43:25,1
-万富解忧,关关难过关关过 前路漫漫亦灿灿,2025-07-01 11:25:23,2
鲸鱼海豚_9aew,加油,2025-07-01 11:05:29,0
2-小彤,下午6点就查成绩了 好紧张,2025-07-01 10:51:18,1
_我們_ai,考上了吗[大笑],2025-07-01 10:15:10,0
Losept,中考大捷！必过！,2025-07-01 10:13:05,1
萌呆呆系我,关关是难关 但我们关关,2025-07-01 09:56:26,1
浩想霖6677,做完作业考完试一定要好好休息哦！,2025-07-01 09:29:50,0
宝儿_Zzd,"啥
",2025-07-01 08:46:12,1
醉她诚,加油,2025-07-01 08:30:57,1
_-swaag-_,看看,2025-07-01 07:43:07,0
碧海宁静吃货,考上了嘛,2025-07-01 03:09:45,0
真话难说出口,喜欢,2025-07-01 02:29:17,0
小雨大王在此OvO,我要上汉阳三中！！,2025-07-01 01:53:05,0
小雨大王在此OvO,510+！！！,2025-07-01 01:52:55,0
小雨大王在此OvO,中考500+！！！,2025-07-01 01:52:47,0
不看月-,“关关难过 但我们关关过”加油,2025-07-01 01:25:58,0
小幸运来临,中考上岸,2025-07-01 00:14:37,0
Feliciszz,每一次听都仿佛回到了2019年的冬天，为了考研每天在图书馆学到闭馆😭是回想起来艰难但是幸福的日子,2025-07-01 00:09:19,0
翰苏,不要为爱烦恼,2025-07-01 00:06:44,0
喜欢你的鼻梁痣-_-,关关是难关但我们关关过[多多大哭],2025-07-01 00:06:27,1
丝丝歪呢_,7月的第一分钟  快乐哟[哈哈],2025-07-01 00:01:55,1
111111-cc,加油,2025-07-01 00:00:15,0
-消极悲观主义者,怎么样啊宝宝,2025-07-01 00:00:08,0
远舟渡谦林,加油努力,2025-06-30 23:59:57,0
心愿与你有关b,"会开心吗，一定会的是吧
",2025-06-30 23:47:06,0
1_阿柒,所以考上了吗,2025-06-30 23:46:02,1
1_阿柒,考上了吗[大笑][大笑],2025-06-30 23:34:06,0
小郭不开心a,上了吗,2025-06-30 23:23:54,0
陪你雨天看海-,加油陌生人 ,2025-06-30 23:23:15,0
1-偶尔,"上岸
",2025-06-30 23:17:10,1
Elena57-,六月最后一天，祝大家开开心心,2025-06-30 23:10:38,4
旺王碎冰冰啊,"今年能上岸的对吗，一定可以
",2025-06-30 23:00:08,2
衢州市花呀,许愿 7.11 7.12能听到[拜],2025-06-30 22:44:36,0
北巷栀酒07,加油[可爱],2025-06-30 22:43:22,0
---Sheep-----,加油,2025-06-30 22:39:36,0
冬令煦淮,上岸了！！有史以来最高分！！[抱抱][抱抱][抱抱],2025-06-30 22:38:59,1
L树枝猫,加油呀,2025-06-30 22:22:44,0
Handsomeboy_csx,一次分手,2025-06-30 22:13:23,0
纯爱夏娜,那么 加油,2025-06-30 22:06:28,0
愿小异,要好好的,2025-06-30 22:04:16,1
1葱油拌面,我一定要活成自己想要的样子,2025-06-30 21:35:49,2
萌萌萌萌萌萌一个彤,出来玩坐大巴 大巴坏掉刚好听到幸福就在下一个转角[流泪][流泪],2025-06-30 21:33:34,0
阿欣欣欣--,柒能算吗[好听哭了],2025-06-30 21:12:06,0
祭楝,考研一志愿上岸！,2025-06-30 21:07:57,1
用户4944121948,明年今天我一定过得非常好。,2025-06-30 21:02:13,4
懒猫_Y_UVTS,过了今天明天一定会更好的[多多难过][多多难过],2025-06-30 20:52:21,0
naivexj,中考必胜 顺利过,2025-06-30 20:28:29,0
小杨同学-E,应该吧,2025-06-30 20:27:01,0
J的melody,"科三一定会过的！
",2025-06-30 20:10:47,0
醉她诚,加油,2025-06-30 20:10:36,0
老爹------------,真的超喜欢这个Rap,2025-06-30 20:06:31,0
黑猫002,北京场唱这个好不好。,2025-06-30 19:44:58,0
胜利之剑777,"我是几
",2025-06-30 19:31:37,0
blinblinxuer,让你跑一会吧 摸摸头,2025-06-30 19:24:38,0
blinblinxuer,控制欲来了噜,2025-06-30 19:23:57,0
库昊爱詹炜,26届高考生有了焦虑，但也要加油2020.6.30[可爱],2025-06-30 19:04:01,0
小鸡蛋同学,"幸福飞快流逝痛苦却如慢动作.

我的眼泪会是你魂牵梦蒙的那片海吗.

仅剩的只有我还有那发霉的脾气.

我想一直拥有你而不是短暂的拥有.

我喝的烂醉你赢了但是我们两清.

我时常赌气你也随了我的意.",2025-06-30 18:32:56,0
小鸡蛋同学,"我一身的坏毛病注定失去很多东西.

看到别人幸福还是忍不住想起你.

誓言是口嗨说的人是突然就不爱的.

聊天记录往上翻回到你爱我的瞬间.

我是一朵难养的花你别放弃我.

隔着屏幕怎么心动冰冷的数据吗.",2025-06-30 18:27:28,0
酥酥小课堂,"今年我一定上岸
",2025-06-30 18:20:09,0
小鸡蛋同学,"分开以后你是我梦中的常客.

无所谓其实逼人回信息挺没意思的.

你后退的样子好像我们曾经没有相爱过.

总说顺其自然可我也有我的无奈.

记忆中模糊的脸再也触摸不到了.

爱人如养花也许最好的花匠是自己吧.",2025-06-30 18:05:03,0
茶蘼Amor,🤔,2025-06-30 17:30:33,0
11T11_,上岸！,2025-06-30 17:28:46,0
h1imgosu,确实不多啊,2025-06-30 17:14:02,0
故_塞,"就一个愿望让我喜欢的老师教我行不行，我已经尽我可能的期末考高了
求求求求求了",2025-06-30 17:11:18,1
在雨中ov7,会考上岸地理生物AA,2025-06-30 17:00:17,0
小小Kittyo,柒,2025-06-30 16:53:52,0
恩子-,好听,2025-06-30 16:46:59,0
咱可行了呢,26一研为定，梅乐🫡,2025-06-30 15:52:47,0
无忧hue,关关难过关关过！,2025-06-30 14:37:03,0
Biuuy-Biuuy,考上了吗,2025-06-30 14:33:10,0
真的h不错,考上了嘛？,2025-06-30 14:26:31,0
交话费_QbA5,加油，一定行,2025-06-30 13:24:36,0
交话费_QbA5,可以,2025-06-30 13:24:16,1
记忆的荒岛N,日子常新未来不远。,2025-06-30 13:14:25,1
Yanzi_QjS4,下午中考下午能上岸考上自己理想的高中！,2025-06-30 13:00:22,0
Ayrhy_热,加油,2025-06-30 12:49:10,0
爱吃笋的大熊猫yu,怎么样呢,2025-06-30 12:23:55,0
高木泰士yasu,好听,2025-06-30 12:04:48,0
发很久的梦,考上了吗弟弟,2025-06-30 11:23:31,0
十水_pxj,"。
",2025-06-30 10:11:05,0
刘肉小丸子_SsnS,加油加油[赞][赞] 愿自己所有专业科目和文化科目全都过  关关难过 但关关过~[哈哈],2025-06-30 10:05:06,1
Bristh,"
报道",2025-06-30 10:04:18,0
醉她诚,加油,2025-06-30 09:35:00,0
用户v2,今天中考🥹🥹,2025-06-30 08:41:44,1
2Ked_eng-,中考加油！🍀😼,2025-06-30 07:55:50,1
璇你妹妹,太难了,2025-06-30 07:55:41,0
ML1126lucky,考研加油💪上岸,2025-06-30 07:30:30,0
Y11x-,期末考试一切顺利 成绩排名进步,2025-06-30 06:43:12,0
Yaanne-,生地双A,2025-06-30 06:16:38,0
愿放下疼痛,"关关是难关但我们关关过！
小中考顺利！",2025-06-30 06:13:18,0
愿放下疼痛,恭喜！,2025-06-30 06:12:50,0
人世间有百媚千娇,🤗🤗🤗加油，会好的，总不会一直倒霉吧。,2025-06-30 05:43:41,1
hoshi-qsr,加油加油今天小中考T^T,2025-06-30 05:21:26,0
用户6412038427,接,2025-06-30 02:52:11,0
星星不再眨眼_X5An,怎么样了[可爱],2025-06-30 02:08:45,0
郁淋v-v,希望我能考上理想的高中,2025-06-30 01:32:45,0
xoxovo_,中考加油,2025-06-30 01:13:15,0
小家Jay,书看都没看过 今天晚上还去打台球[惶恐] 台球老板放的就是这首歌,2025-06-30 01:00:48,0
臵宝,尽力而为,2025-06-30 00:58:20,0
臵宝,我后天出成绩🌚,2025-06-30 00:57:40,0
小家Jay,尽力就好！,2025-06-30 00:57:03,0
小家Jay,唉 再怎么加油也考不上了 现在我的心跳的好快,2025-06-30 00:56:49,0
欣愿雨绵绵,生地会考高分🍀🍀,2025-06-30 00:56:13,1
臵宝,加油呀~,2025-06-30 00:55:33,0
小家Jay,明天中考加油,2025-06-30 00:49:17,4
小猫怎么委屈啦,绝“地”逢“生”！！,2025-06-30 00:33:40,0
小狗小狗不要哭m,加油！我即将到来的高中,2025-06-30 00:27:41,0
离离黎黎,考上了吗兄弟,2025-06-30 00:26:35,0
心盼雪,怎么样了 考上了嘛,2025-06-30 00:21:52,0
-我有一个愿望-,最近我也水逆烦的不行[西西发怒],2025-06-30 00:15:50,0
YQing__1,关关是难过但我们关关过,2025-06-30 00:10:53,0
秋雨尾,明天中考,2025-06-29 23:33:59,1
-萌界一把刀丶,会考顺利🍀,2025-06-29 23:19:25,1
承_淮,我一定会考上理想高中的！加油！一定,2025-06-29 23:07:16,1
siacansave,咋办,2025-06-29 23:07:05,0
再等冬天_R,高中时候听的 那个时候特别喜欢 现在毕业了 感觉又回到了那个夏天 那个下午 朋友激动的问我广播里放的是什么歌 我说是林俊杰的加油,2025-06-29 23:02:19,0
RockinL,不要了，题就解了,2025-06-29 22:57:38,3
风子信-05LJ,我们一定在一直在一起，克服异地恋，你也一定专升本成功,2025-06-29 22:55:03,2
长不大ll,我一定会考上国消,2025-06-29 22:52:19,2
风子信-05LJ,现在怎么样,2025-06-29 22:50:49,0
无趣怡生,明天一定要考上二中[流泪] 好运你来好不好,2025-06-29 22:49:20,1
世界第一披萨,会考加油！,2025-06-29 22:39:02,0
忧郁的普宁人,学习一点基础都没有平时考试最多只有200都 明天就中考了 我只希望比一模高200分就行了不勉强自己[大笑],2025-06-29 22:29:56,1
PaulYipday,"我也不相信
",2025-06-29 22:17:25,0
侑绤,广东终于终于终于要中考了,2025-06-29 22:16:54,0
侑绤,我也是！加油啊,2025-06-29 22:16:35,0
侑绤,"中考加油！
",2025-06-29 22:16:18,0
凯了个少,考上了吗兄弟,2025-06-29 21:57:09,0
00前睡觉,一周后面试，加油,2025-06-29 21:27:13,0
饭碗要保住,明天就中考了 我可以的！！！！,2025-06-29 21:18:41,4
djisndks,加油，我一定能变好,2025-06-29 21:13:40,0
7_left,会考上的 加油~,2025-06-29 21:10:02,0
超次元宇宙无敌战神爆裂王,看来我还需要练,2025-06-29 21:04:32,0
hoshi-qsr,明天会考 求会考上岸！！！,2025-06-29 20:46:29,2
依赖熬夜,"关关是难关 但我们关关过
",2025-06-29 20:42:30,3
Fairiu,会考大捷🍀,2025-06-29 20:19:54,1
薄芹衍,考上了嘛,2025-06-29 20:13:41,0
脆皮黄焖鸡,考上了吗,2025-06-29 19:43:17,0
bibi213,加油！你是最棒的,2025-06-29 19:12:59,0
Nirvana_5789,2025让我报的志愿录取我吧[拜][拜],2025-06-29 18:34:45,0
去橘子海听夏日漱石,加油呀,2025-06-29 18:14:55,0
文肉肉-,"关关是难关 可是 好像不能关关过了 好累呀… 
",2025-06-29 18:06:15,0
HDM_思念难捱如晚风,考上了吗,2025-06-29 18:05:28,0
哈哈_UGry,[可爱],2025-06-29 18:05:19,0
醉她诚,加油,2025-06-29 18:04:24,0
福兔兔齿痕,直到有另一个人,2025-06-29 17:55:25,0
格陵兰岛社牛章鱼,期末考试我一定要进全市前三百[憨笑],2025-06-29 17:42:47,0
皮卡无秋秋,人生不过3万天，关关是难关 但我们关关过,2025-06-29 17:40:43,0
弃我好好生活q,中考加油！,2025-06-29 17:24:05,0
X小汤圆TY,一定没问题[可爱],2025-06-29 17:21:42,0
厌_呆,中考顺利！,2025-06-29 17:16:27,0
痴blingbling,[多多耍酷],2025-06-29 17:04:42,0
隐藏的小少爺,中考顺利！关关难过 但我关关过,2025-06-29 16:37:47,0
黄黑眸,gogogo,2025-06-29 16:37:42,0
ABC尧,没见过？,2025-06-29 16:25:12,0
Jemmy__ALJL,2026年联考我一定能进前3000名,2025-06-29 16:11:55,1
泪枯缘,考上了吗,2025-06-29 16:07:59,0
slim__nono,好无聊 有没有人私信我聊聊天,2025-06-29 16:07:28,0
埃米_qVGh,生地会考双B💪,2025-06-29 16:06:03,0
养一栀猫,关关是难关，但我们关关过！,2025-06-29 15:37:40,1
AYio17,加油 ！今年完成心愿了吗！,2025-06-29 15:36:08,0
养一栀猫,会考加油加油加油加油加油加油加油加油加油加油加油加油,2025-06-29 15:34:37,0
yusufcy,考上了嘛,2025-06-29 14:46:55,0
到訨,报道,2025-06-29 14:45:47,0
A_胡图图_,".
",2025-06-29 14:43:31,0
金鱼hannn,学考加油,2025-06-29 14:37:37,0
阿阿阿谕,@锐啊锐小锐 ,2025-06-29 14:28:27,0
嘻嘻嘻惜海,会越来越好！,2025-06-29 13:54:04,0
穆小归,现在你也7️⃣啦,2025-06-29 13:52:24,0
风会吹向我_,啥,2025-06-29 13:47:31,0
可真惨,怎么样了考上了嘛,2025-06-29 13:45:53,0
蓝鹟,啥,2025-06-29 13:32:28,0
某刻3,谢谢宝宝[流泪],2025-06-29 13:20:56,0
OOKKK-1,谢谢[哈哈],2025-06-29 13:20:04,0
小若-j,加油！[逢考必过][100分],2025-06-29 13:05:16,1
凉哒哒哒哒哒,[大笑]加油,2025-06-29 13:00:46,0
贺长歌,加油哦宝宝,2025-06-29 12:58:49,0
贺长歌,天天开心,2025-06-29 12:58:39,0
某刻3,距离中考还有1天 希望我能考上高中！！[流泪],2025-06-29 12:18:51,0
下雨天--yu,沾沾喜气！！！,2025-06-29 12:17:16,0
-晚霞伴孤酒,怎么样了呢,2025-06-29 12:12:19,0
OOKKK-1,明天中考可以为我祈愿吗[哈哈],2025-06-29 12:11:14,0
你管那么多干嘛-,关关是难关 但我关关过,2025-06-29 11:32:20,0
雨行一舟,哎,2025-06-29 11:22:19,0
总有晴时,关关难过关关过 前路漫漫亦灿灿,2025-06-29 10:30:54,1
一块海绵_tt66,[爱心],2025-06-29 10:28:23,0
司玖羡,幸福就在下一个转角！,2025-06-29 10:26:23,2
不管我就是小仙女,来了来了😌,2025-06-29 10:01:05,0
