user,comment,time,like
是程_06,考上理想的大学[拜][拜],2025-06-29 09:53:47,0
醉她诚,加油,2025-06-29 09:20:32,0
痛泪冰心,一定要上岸！！,2025-06-29 08:51:25,1
平芜_SGhO,现在，算不算是轻舟已过万重山呢,2025-06-29 06:21:00,0
M建筑队,加油,2025-06-29 04:46:32,0
_涼茶泡剩飯,好久没好好睡觉吃饭了～感觉要跟这个世界说再见了,2025-06-29 04:24:50,0
美男子哎呀妈呀,关关是难关，但是我会关关过，我一定会过你这一关,2025-06-29 03:41:14,1
什么课都不发言的赵同学,祝你也祝我,2025-06-29 02:22:39,0
宛鱼啦,"我也是
",2025-06-29 01:48:46,0
Teddddddddddddddddddddddddddd,柒啦,2025-06-29 01:48:18,0
你猜爱是什么,重新开始永远不晚,2025-06-29 01:30:41,2
执着于妳Y_y,铁汁,2025-06-29 01:29:00,0
Jay-悦,关关过,2025-06-29 00:49:55,0
辣椒酱的忠实辣椒粉,很有感触了,2025-06-29 00:41:36,0
Librational,2025一定上岸！,2025-06-29 00:36:08,1
linnl-4,考上了吗,2025-06-29 00:31:02,0
郁汶霖,再难的事情咱俩一起面对一起解决好不好呀,2025-06-29 00:18:37,1
郁汶霖,必须的 再难的事情咱俩一起解决好不会呀,2025-06-29 00:17:49,1
Booxiteni,怎么样了少年！,2025-06-29 00:17:47,0
Booxiteni,啥？,2025-06-29 00:17:25,0
小U旭,@郁汶霖 ,2025-06-29 00:17:06,1
小U旭,“关关难过关关过！”,2025-06-29 00:16:57,1
小U旭,“关关难过关关过！”,2025-06-29 00:15:45,0
小U旭,考上了吗！？,2025-06-29 00:15:03,0
江岑昱,冲二中[大笑],2025-06-29 00:10:11,0
結局总难如意-,明天中考,2025-06-29 00:07:55,0
雷鸣霓虹橙青柠檬,2025我会被成都大学录取的，七月好运来,2025-06-28 23:58:57,1
f讨厌雨天,2026年高考我一定会努力冲上文科本科线！！,2025-06-28 23:52:55,0
第7次自杀,生地会考加油冯子珊,2025-06-28 23:47:47,0
爱热闹的熊,姐妹  推荐你去听听“山川是我” ,2025-06-28 23:45:24,0
夏川冬雪,我是几,2025-06-28 23:16:22,0
WAY_安love宇,法学生也在奋斗中✊,2025-06-28 22:56:14,0
咕了个_咚,你这品味没谁了[哀伤],2025-06-28 22:55:41,4
芒果大王tt,生地中考！加油💪,2025-06-28 22:48:45,0
語霖鈴,医学生期末周好难[多多大哭],2025-06-28 22:45:39,3
你好你好你好6666,加油,2025-06-28 22:27:19,1
停留于3的位置啦,实现了吗,2025-06-28 22:17:54,0
哦豁是个帅锅,咋说,2025-06-28 21:37:33,0
yuan_sPgw,我会成功的，一定！success[多多比耶][星星][星星][星星][星星],2025-06-28 21:09:49,0
目樱月,加油！,2025-06-28 20:56:43,0
想随时随地拉屎,考上了吗,2025-06-28 20:52:57,0
C_My妙,五年,2025-06-28 20:25:38,0
也没睡意,关关难过 关关过[好听哭了],2025-06-28 20:12:44,3
不爱吃香菜的小凯,不知道,2025-06-28 19:22:40,0
藤田上酱,"哈哈哈哈
",2025-06-28 18:20:51,0
Ov--9,后天中考 我一定可以的对吧！,2025-06-28 18:16:53,5
用户8321459125,加油,2025-06-28 17:43:45,0
她只配溫柔以待,我没有,2025-06-28 17:17:37,0
GAOMY_0513,2026我一定要上一本,2025-06-28 16:29:09,1
谦约_,现在你们都变成柒了,2025-06-28 16:15:23,0
星期八_Ace,啊,2025-06-28 15:52:03,0
Ether97_,加油[可爱],2025-06-28 15:17:43,0
只想被你左右情绪_,好！谢谢宝,2025-06-28 15:16:25,0
Ether97_,会的,2025-06-28 15:15:49,0
只想被你左右情绪_,生地会考会双A的对么[流泪],2025-06-28 15:14:14,0
少说泪痛的誓言,恭喜 沾沾 ,2025-06-28 15:08:38,0
醉她诚,加油,2025-06-28 14:57:20,0
咪咪儿啊,考上了吗,2025-06-28 14:52:09,0
锦鲤鱼1314,考上了吧，学姐很可爱,2025-06-28 13:31:00,0
锦鲤鱼1314,陶喆不也是[多多捂脸],2025-06-28 13:30:29,0
哎喲我服了-,"关关难过 关关过
前路漫漫亦灿灿[加油呀]",2025-06-28 13:07:36,1
RicDul,2025会考要加油[憨笑],2025-06-28 11:24:28,0
恨透回南天,中考加油！🍀,2025-06-28 11:15:45,0
别忘说晩安,加油 ,2025-06-28 10:49:27,0
SafirozClaud,特别特别美好,2025-06-28 10:47:17,0
X_088,谢谢宝宝！,2025-06-28 10:33:47,0
X_088,谢谢啊！,2025-06-28 10:33:41,0
X_088,谢谢！,2025-06-28 10:33:34,0
重生之我要考深大,加油！我要考深大,2025-06-28 10:31:45,0
重生之我要考深大,2026 年我一定要考上深大,2025-06-28 10:30:12,0
宝早點睡噢,关关难过但总会关关过[拜],2025-06-28 10:20:41,1
betterbetter23,"好听
",2025-06-28 09:32:01,0
波是波纹的BO,我很幸运,2025-06-28 08:09:53,0
L_lll_i,如果这是一场马拉松 那我们一起加油。,2025-06-28 07:07:27,0
Lentredeux,中考加油,2025-06-28 06:57:17,0
暖日续林章,穷且益志，不坠青云之志,2025-06-28 04:23:41,0
半空中w,都一样呀,2025-06-28 03:45:09,0
云村村民169389458556791,加油！能过去的,2025-06-28 02:42:16,0
纽约下雪-,关关难过关关过，前路灿灿亦漫漫。,2025-06-28 02:34:09,0
Raindrops-jj,感觉挺简单的，应该可以满,2025-06-28 02:25:00,0
猫爱吃南瓜,啊,2025-06-28 02:09:20,0
自窥症,换版本了？,2025-06-28 02:06:17,0
L11Dusk,考的怎么样呀,2025-06-28 01:36:39,0
who卍卍L,这首歌抖音现在才火 殊不知我早就已经吃上这个细糠了[可爱][可爱],2025-06-28 01:17:35,0
尋找黑暗中的黎明,30➕以上欢欢难过关关过,2025-06-28 01:11:44,1
车厘子T_T,[多多大笑][多多大笑],2025-06-28 00:52:49,0
琪琪花妖,生地会考顺利🍀,2025-06-28 00:38:02,1
反悔诗,明年这个评论区见，兄弟们,2025-06-28 00:33:56,0
反悔诗,2026老子要上西安工业大学[逢考必过],2025-06-28 00:33:36,3
yuiik-,关关是难关 但我们关关过 中考顺利🍀,2025-06-28 00:30:13,0
夏威怡的海,期末好成绩[祈祷][祈祷],2025-06-28 00:29:47,0
忧郁情绪伴我心,文案圈交友 新人需要注意什么,2025-06-28 00:14:41,0
厦门梁朝伟-T,"没见过
",2025-06-28 00:02:42,0
從前慢-慢,我看看我是V几,2025-06-28 00:01:27,0
厦门梁朝伟-T,"厦门欢迎你
",2025-06-28 00:01:16,0
顾熙遇,考上了吗,2025-06-27 23:57:07,1
Bae罗生门,加油 去做自己吧 困在爱里是笨蛋啦,2025-06-27 23:55:04,0
Nicooolleee,现在看到这条消息还是忍不住想祝贺你！太棒啦！恭喜🎉,2025-06-27 23:44:52,0
0011kk,我希望我能规律的生活，我能按时上下班，工作不用时刻提着心吊着胆，我能调整到一个我喜欢的岗位上去[多多可怜][多多可怜],2025-06-27 23:40:55,0
不知道起什么good名字,+1,2025-06-27 23:20:15,0
不知道起什么good名字,加油加油,2025-06-27 23:19:48,1
人世间有百媚千娇,这个月真的水逆，周周出事。我感觉到十分无语😅但是那又怎，又如何呢。我才22岁，都说我已经年纪大了，老了，可我自己觉得我才是早上九点的太阳，不早不迟，刚刚好[开心][开心][开心],2025-06-27 22:59:39,3
小鬼爱吃蒜,考上编制加油！,2025-06-27 22:37:46,1
一念_EiBc,喜欢MC,2025-06-27 22:20:26,0
落幕Bo,怎么样了,2025-06-27 22:19:58,0
郑润泽怎么那么迷人,祝我这次期末考进前四十！！生地会考顺利！考的全会 蒙的全对,2025-06-27 22:16:27,0
郑润泽怎么那么迷人,会考顺利！,2025-06-27 22:15:10,0
严浔寒霖,保佑我这学期期末考前五十！！！,2025-06-27 21:50:56,0
-碎成海苔-,生地会考加油[多多大笑],2025-06-27 21:42:27,1
TheShun77,明天面试加油[强],2025-06-27 21:38:45,1
枯木逢春03,关关难过关关过[多多可怜],2025-06-27 21:30:33,0
Jvisdfy,没有呜呜呜 你呢,2025-06-27 21:10:23,0
薄荷昧春,最喜欢的那句：地震时你想和谁拥抱，什么是生命中的美好。,2025-06-27 21:08:09,0
我想养只修勾,jj明天我要去看你的演唱会啦！,2025-06-27 20:53:22,1
hnnim,中考加油,2025-06-27 20:44:33,0
DrZ_,我第一次知道还有这首歌🤣🤣🤣，原来和热狗🌭合作过,2025-06-27 20:28:35,0
乖乖小怪怪,生地会考加油！！[100分][逢考必过],2025-06-27 20:18:42,0
Yue_月z,hmy 你是最棒的！,2025-06-27 19:54:37,0
葳渊,咋样？老弟,2025-06-27 19:37:44,0
枯木逢春xie,"来L,",2025-06-27 19:23:45,0
枯木逢春xie,[伤心],2025-06-27 19:23:29,0
纭纭_a,加油呀 祝我也中考加油！,2025-06-27 19:20:51,0
听听27TVT,怎么样了呢,2025-06-27 18:56:12,0
慢慢小可,"1
",2025-06-27 18:29:42,0
陶吉吉有一张大粽脸,可以,2025-06-27 17:58:54,0
江南遇水成祸殃,现在呢？,2025-06-27 17:54:35,0
zyx1_VTHj,复读,2025-06-27 17:49:02,0
好事在下一个转角,加油 我明年也要高考了！ 一起上岸,2025-06-27 17:41:07,1
呆板艺术家Q-Q,2025生地会考加油!,2025-06-27 17:17:54,2
Raindrops-jj,我考完啦谢谢,2025-06-27 17:03:13,0
树野--,"看看是几
",2025-06-27 16:12:40,1
我能好的,真的假的🤨,2025-06-27 15:22:50,0
-泪水是我的教训-,考上了!!!,2025-06-27 14:38:09,2
蓓蓓小盆友哇,爱了,2025-06-27 14:07:04,1
L11Dusk,加油呀,2025-06-27 14:06:25,0
L11Dusk,2025了你考上了吗,2025-06-27 14:03:31,0
bungzEGOk,关关是难关，但我们关关过,2025-06-27 13:27:36,2
Raindrops-jj,距离生地会考还有2个小时,2025-06-27 12:38:20,3
波士顿爬爬虾,心累，想被毛茸茸治愈我这疲惫的心灵，这个月忙得焦头烂额，估计还要忙到七月中旬，好想快点去旅游[生气][生气][生气],2025-06-27 12:24:50,0
Esc-Four,出成绩了 定了吗[多多可怜],2025-06-27 12:24:01,0
-她很爱小新,考上了吗,2025-06-27 12:21:01,0
最爱小小宋,笑死，听火的那段这么久一直无感，在抖音听了热狗那段立马加歌单,2025-06-27 11:55:44,0
____格調1808,我因为rap来的🥲,2025-06-27 11:46:07,2
是小阿允,中考上岸,2025-06-27 11:45:46,0
秋冬飞_絮,考上了吗,2025-06-27 11:40:34,0
共绘浪漫_G,加油,2025-06-27 11:35:50,0
共绘浪漫_G,咋样,2025-06-27 11:35:28,0
减脂期1,rap部分才是精髓,2025-06-27 10:56:35,4
唱一首emo麦克,"10年了 现在应该过得很幸福吧
",2025-06-27 10:54:52,0
海的晨昏线,怎么样呀！加油,2025-06-27 10:26:12,0
留下不惠,2025-6-27谁还在🔂,2025-06-27 09:59:47,0
Emm没关系,一切顺利[大笑],2025-06-27 09:46:35,0
鱼於舆,后面。,2025-06-27 09:39:21,0
Yzx_Psyche,中考上岸,2025-06-27 08:53:29,0
Hailvv,^_^^_^,2025-06-27 08:44:53,0
MissG哈,关关是难关，但我们关关过，加油,2025-06-27 08:24:52,1
醉她诚,加油,2025-06-27 07:45:34,0
重生之我要当理科天才,中考上重高！[哈哈][哈哈],2025-06-27 07:28:12,1
LLii_Y0212,"求过！中考一定也要过啊
",2025-06-27 07:20:38,1
我的错觉雨季,考试上岸！！！,2025-06-27 07:14:30,1
小吕做事小叮当,考上了吗？,2025-06-27 07:11:03,0
别后十三春_ai,上岸了吗？宝宝,2025-06-27 05:57:58,0
别后十三春_ai,加油！你就是最棒的,2025-06-27 05:57:34,0
别后十三春_ai,考上了吗,2025-06-27 05:56:38,0
i极平安顺遂,关关难过关关过,2025-06-27 05:33:16,0
棠琯526,关关难过一定关关过,2025-06-27 05:12:46,0
不知名网友789,加油！！！！！！！！！！！,2025-06-27 03:51:16,0
初爱旧念新欢,我也没见过六,2025-06-27 03:45:33,0
清木小小T,关关是难关 但我会关关过,2025-06-27 02:17:12,0
什一愿,好听,2025-06-27 01:55:38,1
什么海星h,在学校的最后一个晚上啦 希望能成为了不起的大人,2025-06-27 01:28:05,1
痛名为禹_,考上了吗,2025-06-27 00:50:03,0
大老虎-_,安艺！,2025-06-27 00:37:04,1
卐战爱卐,一切顺利,2025-06-27 00:18:19,0
月艌--,"祝愿我被录取到一个满意的学校！
",2025-06-26 23:58:44,0
TchaTcha,一切顺利,2025-06-26 23:53:31,0
星空_rrJw,爱的人到处跑,2025-06-26 23:51:34,0
lang170512,一定会好的,2025-06-26 23:41:53,1
醉她诚,加油,2025-06-26 23:41:50,0
云村村民168214288510562,27年考研一定要上岸啊,2025-06-26 23:40:53,0
iing_G,如愿了嘛[多多大哭],2025-06-26 23:35:49,0
小熊攻略,rap绝了,2025-06-26 23:17:39,1
讨厌随便吧,关关难过，我们关关过，中考大捷,2025-06-26 23:14:26,0
老公被打我卖萌,英语作文求给我俩位数啊，10分也行啊，语文作文查重率不要超过50%啊[多多大哭],2025-06-26 22:54:55,0
我不是对谁都好-hy,可是安徒生可以续写故事 我和你的故事 却无法续写.,2025-06-26 22:51:49,0
我不是对谁都好-hy,从一开始互相牵绊到争吵 用了多少天.,2025-06-26 22:50:21,0
我不是对谁都好-hy,我遇到了一束光可是她暗了又亮又熄.,2025-06-26 22:49:09,1
想不出名字真难,关关是难关，我们关关过。[可爱]祝大家生活加油，考试加油,2025-06-26 22:47:42,0
我不是对谁都好-hy,爱哭不是你的错你是全世界最棒的小孩.,2025-06-26 22:47:28,0
我不是对谁都好-hy,我拥有的并不多所以我把你当做我的全世界.,2025-06-26 22:45:41,0
我不是对谁都好-hy,你终将被年少不可得之扬因其一生.,2025-06-26 22:41:45,0
我不是对谁都好-hy,你的好独一无二我也不想让他人拥有.,2025-06-26 22:37:58,0
我不是对谁都好-hy,其实我比你更早知道我们不合适但我舍不得你.,2025-06-26 22:37:14,1
时不长,咋,2025-06-26 22:37:12,0
Tjayunn,祝愿工作顺利 面试顺利,2025-06-26 22:26:28,0
我不是对谁都好-hy,早睡我知道我们不会和好的.,2025-06-26 22:26:08,0
我不是对谁都好-hy,一句先苦后甜让我苦了一年又一年.,2025-06-26 22:25:42,0
我不是对谁都好-hy,“墨水被水冲走了 就像时间冲淡了曾经的承诺”,2025-06-26 22:23:39,0
我不是对谁都好-hy,可惜生活不是电影错过了就真的错过了.,2025-06-26 22:20:49,0
我不是对谁都好-hy,最初的约定是永远不分手.,2025-06-26 22:20:16,0
大碗宽面05,来了,2025-06-26 22:19:49,0
我不是对谁都好-hy,如果有一天我消失了你不要掉眼泪在我不在的日子里我希望你开心忘掉.,2025-06-26 21:57:47,0
我不是对谁都好-hy,上辈子有缘 这辈子我就不跟你了 下辈子我们再做情侣.,2025-06-26 21:55:42,2
我不是对谁都好-hy,我懵懵懂懂的加入爱情却发现每个人都有深爱的人.,2025-06-26 21:54:43,0
我不是对谁都好-hy,你在的每个瞬间我都想说有你好幸福.,2025-06-26 21:52:14,0
我不是对谁都好-hy,没有谁会永远陪着谁 但永远都会有人陪.,2025-06-26 21:51:05,0
我不是对谁都好-hy,你总担心失去谁 谁会担心失去你.,2025-06-26 21:50:44,0
我不是对谁都好-hy,我该怎么告诉你我真的很爱也很害怕失去你.,2025-06-26 21:50:20,0
10这个数字,愿我能考上重高！[拜],2025-06-26 21:30:20,0
爱意东升西落-___,高考失利了 但是加油吧,2025-06-26 21:29:48,0
tzsle,四个,2025-06-26 21:20:57,0
世界温柔_wan,“关关是难关 但我们关关过”,2025-06-26 21:17:08,3
没抵达的存在1,没有没有,2025-06-26 21:02:02,0
EN-SANK,"如何兄弟，如愿了嘛
",2025-06-26 20:47:46,0
梻伦,不知道,2025-06-26 19:58:30,0
爱吃鱼的-猫007,愿望实现了吗,2025-06-26 19:42:00,0
暴雨帅气花生酥,高考上岸,2025-06-26 19:39:46,0
hope脆脆莎,地生中考加油！,2025-06-26 19:27:22,0
唐志宁,出分啦，结果如何呢[可爱],2025-06-26 19:26:03,0
拒画饼,恭喜🎉,2025-06-26 19:21:24,0
Apr-zerol,你考上了吗 [多多大笑],2025-06-26 19:08:29,0
我不是对谁都好-hy,啦啦啦,2025-06-26 18:56:49,0
我不是对谁都好-hy,我不奢求你有多好 愿你无忧愿你平安.,2025-06-26 18:55:57,0
Cicada0-1,关关难过关关过,2025-06-26 18:50:31,0
相期-,一样7,2025-06-26 18:38:36,0
修勾与fa,28号的考试我一定过！！加油！！,2025-06-26 18:37:09,0
不知道要干嘛_a0iw,确实,2025-06-26 18:13:42,0
每月5号,关关难过 关关过 我一定可以的！！！,2025-06-26 18:07:50,1
仙仙仙贝大王,2025年6月27日生地会考我一定会夺取双A，一言为定❗️🤜🤛,2025-06-26 17:53:46,0
玫瑰白塔a,决定复读了，相信自己明年一定可以上岸,2025-06-26 17:48:31,31
我尿尿抬腿,谢谢哥们,2025-06-26 17:42:43,0
江南雪未眠h,咋样了兄弟,2025-06-26 17:01:31,0
hero成思,好巧,2025-06-26 16:16:16,0
发呆呆呆嘉_10,中考成绩没几天就要出了，这几天做什么事都不顺，心情一点都不好，希望中考不要再让我失望吧，幸福就在下一个转角，祝我成功，710[拜][拜][拜]🥹🥹🥹,2025-06-26 15:40:09,0
NetEaseYunBoy,"我都没见过
",2025-06-26 15:05:21,1
减脂期1,接,2025-06-26 14:57:29,0
减脂期1,关关难过关关过,2025-06-26 14:53:33,0
佩佩子--,妈妈：我没说过🤷,2025-06-26 14:53:13,0
醉她诚,加油,2025-06-26 14:45:38,0
冷冷ooi,出成绩了吧,2025-06-26 14:02:39,0
冷冷ooi,怎么样 到了吗,2025-06-26 14:02:24,0
冷冷ooi,不是哦 你是很个情绪很饱满的人,2025-06-26 14:01:35,0
夜落錵,我一定专升本上重邮！,2025-06-26 13:10:43,5
坚韧宽容充盈,高考多少分？哥们？,2025-06-26 13:02:25,0
甜甜圈XHL,毕业了和crush合照了感觉一切似梦似幻，会想到这个片段我就会流泪谁能懂我们泪失禁,2025-06-26 12:48:56,1
gerrns,"上岸啦！！！
我们都要加油[星星眼]",2025-06-26 11:25:11,1
本少帅呆呆,如何了,2025-06-26 11:01:46,0
随机吃一个,"顺利
",2025-06-26 09:31:26,0
Paletteed,我就是🦌,2025-06-26 09:12:15,0
listen-tohfh,关关是难关 但我们关关过,2025-06-26 08:41:48,1
臭小学生啊啊啊啊,厦大等你,2025-06-26 05:02:11,0
若薇ovo,查完分了吗你一定考上了吧厦门很美哦,2025-06-26 04:00:49,0
Whisper77772,额,2025-06-26 02:41:42,0
宇宙无敌超级暴龙战士_GTR,？,2025-06-26 01:47:50,0
斯图巴塔,抖爸爸直播间朵儿说肉肉 下午2.30晚上10.30直播 这个毕节六盘水教养肉女主播是个骗子 利用感情恋爱诱骗诱导刷礼物 ➕私聊让转账骗取他人 已经有个别朋友陆续被骗 她就是利用感情博取同情 编故事身世博取同情 钻小额金额空子普通人无法维权 识破后还被诋毁 希望男女各大多肉友已此警戒,2025-06-26 01:04:21,0
宜梧_,中考顺利!关关难过关关过!,2025-06-26 01:02:05,3
殉情雪,中考加油,2025-06-26 00:15:01,0
殉情雪,说一声加油一切更美好,2025-06-26 00:14:47,0
谁用了本小姐的昵称,"我就是因为rap来的
",2025-06-26 00:07:48,10
彬彬哇,好过分,2025-06-26 00:06:50,0
痛在阴雨天_Rain,今天查分了希望能上岸 好紧张,2025-06-26 00:02:46,0
羊港,地生中考加油！,2025-06-25 23:31:47,0
星星光来-,关关是难过 但我们关关过,2025-06-25 23:17:54,2
猫耳蝴蝶骨,考上了吗宝宝！！！,2025-06-25 22:51:50,0
造剑-,"明天中考，我相信我自己
",2025-06-25 22:49:40,1
叙竹刈诗,关关过,2025-06-25 22:49:26,0
雾屿困,关关是难关，但我们关关过。,2025-06-25 22:18:03,0
一起去听晚风,今天高考出分了 舞蹈类上一段了！！真的很激动 没想过！,2025-06-25 22:17:39,0
coco-opps,期末考加油，就是明天！考的全会蒙的全对！社会考到背过的！科学简单点啊！🥸🍀🍀🍀🍀好运来,2025-06-25 22:15:17,1
宇宙漫游幻想家,关关难过关关过！加油！！！,2025-06-25 21:55:47,2
0079Xx,中考必胜！jj祝我一臂之力,2025-06-25 21:29:35,1
神诺亚1806,等着我，河南工业大学研究生，2026年,2025-06-25 21:13:53,0
noarswer,关关是难关 但我关关过 我毕业考顺利上岸！,2025-06-25 21:09:56,0
我不会投篮,6b,2025-06-25 21:06:07,1
17宝宝_,手术顺利！加油！！大家都要健康平安[好听哭了],2025-06-25 21:05:30,0
仅余-,明年高考，347天了，祝我好运吧[可爱],2025-06-25 20:52:18,0
醉她诚,加油,2025-06-25 20:51:26,0
仅余-,加油加油，一定会好起来的,2025-06-25 20:51:06,0
仅余-,耶？看一眼,2025-06-25 20:50:25,0
h呼呼o_O,今天北京三开我抢到了 林俊杰我来看你了[喜欢][飞吻][飞吻][飞吻][做鬼脸][做鬼脸][做鬼脸],2025-06-25 20:38:12,1
wwwwwwoshiwoshi,高考失利了[流泪]准备走3+2拿到本科学历，加油！[痛苦],2025-06-25 20:20:26,0
jjjisungiiii,"ye
",2025-06-25 20:16:04,0
睡觉少说话a,关关是难关 但我关关过 生地结业考顺利上岸！,2025-06-25 20:08:23,0
残荷诉雨眠,你的位置太高了，我现在只能仰望你，我会努力靠近你的，因为你我也喜欢上了这首歌，加油吧,2025-06-25 20:06:49,0
老J不喝酒,？,2025-06-25 19:43:14,0
慕夏续集,七月找到一份好工作[大笑],2025-06-25 19:33:12,0
Minnow-Lling,期末加油！！！,2025-06-25 19:15:29,0
青灯语,恭喜上岸,2025-06-25 19:04:27,1
y7_8,可以上了吗,2025-06-25 18:56:46,0
L-芙洛,2025年许愿过重高线,2025-06-25 18:51:56,1
王佳琳2007,@蕾的网易 哈哈加油加油⛽,2025-06-25 18:49:15,1
O就这_样吧O,高考加油！！！！,2025-06-25 18:05:36,1
健健的恶霸,出成绩了考上了嘛[哈哈],2025-06-25 18:00:48,0
晚安小贝壳,高考上岸！,2025-06-25 17:33:59,0
昏蒂史,"啊
",2025-06-25 17:15:06,0
葡萄树___u,高考上岸！,2025-06-25 16:54:37,0
zhongnn9,中考加油,2025-06-25 16:33:41,1
EsmeTttttt,怎么样姐妹,2025-06-25 16:21:11,0
小音小音OvO,我来,2025-06-25 16:16:50,0
K_Careful_S,中考稳定超常发挥(^V^)！！,2025-06-25 15:58:53,0
今天也好饿ss,好棒！恭喜你呀,2025-06-25 15:50:59,1
怀里有妹子了,我木知啊,2025-06-25 15:50:13,0
怀里有妹子了,啊啊啊,2025-06-25 15:49:48,0
杨春面0718,2025年高考我会上岸的！,2025-06-25 15:36:58,0
这名我想了六天,高考上岸,2025-06-25 14:35:57,0
慢热高冷男神,高考上岸[拜],2025-06-25 14:30:10,0
-雨和文,高考关关过,2025-06-25 14:27:00,0
矮油啊优,加油 最亲爱的我自己 我最相信你了,2025-06-25 14:08:15,2
Kobiiii_,maybe,2025-06-25 14:01:46,0
Uan_xxxx,我考上钢琴主修了！！在两个月前我还陷入焦虑 觉得自己能力不足以考上钢琴主修 于是我在焦虑中发芽在焦虑中生长 体会到真正的努力一定是有回报的！感谢所有支持我鼓励我的人[泪目],2025-06-25 13:57:15,1
我叫杨诗敏,高考550+,2025-06-25 13:42:47,0
马时汉,马时汉送您一张会员礼品卡，快来看看TA的祝福吧! 快来领取吧 https://music.163.com/prime/m/gift-receive?p=8ltwRd7GQETithw8PfL6MFqFtXP6dDpNoPmo-p8xKI4Ym2yxtitkr6ZNyv_H2KO_eBHhemVBO2mnK-UNUxegFo-8HPf8aaLch_IB1fzySRc&d=Nzm2uKeZSCTTo7jzHNheCA,2025-06-25 13:36:44,0
Yuxuooi_,关关难过关关过！,2025-06-25 13:31:47,0
小鱼hy_yyy,四川大学,2025-06-25 13:16:03,0
风好漫过燎原,高考540+,2025-06-25 13:10:06,1
风好漫过燎原,关关过,2025-06-25 13:09:52,0
江博毅,什么,2025-06-25 13:09:32,0
XYl-21,来还愿了 过特招线了[流泪][流泪][流泪][流泪],2025-06-25 12:53:21,3
木two--,我是海鸥！让开！（用翅膀扇别人大嘴巴子）（落在桌上）（疯狂偷吃薯条）（被发现）（嗷嗷大叫）（用翅膀扇别人大嘴巴子）（变成海鸥）（飞来飞去）（飞来飞去）（飞来飞去）（飞到码头）（上空盘旋）（去找薯条）（怎么没有薯条）（我要疯了为什么没有薯条）（找到薯条）（往下俯冲）（叼一根薯条）,2025-06-25 12:53:02,0
Hu_Xx7,高考上岸,2025-06-25 12:44:02,0
Mikey_qi,祝我高考上岸450➕,2025-06-25 11:46:13,0
数理化a,江西查分了。怎么样呢？上岸没？,2025-06-25 11:42:48,0
景畔-,"愿我高考上岸！
",2025-06-25 11:40:53,1
jasoop,高考成绩要出了希望能有一个理想的分数[爱心],2025-06-25 11:37:16,0
x筱汐x,高考上岸,2025-06-25 11:08:39,0
oyayaxi,高考上岸！好运相伴！🙏祝自己取得好成绩！,2025-06-25 10:59:49,2
小橘-_u,"祝我上岸！
",2025-06-25 10:37:34,1
IS10817L,金柒,2025-06-25 09:51:56,0
醉她诚,加油,2025-06-25 09:07:58,0
w王老吉x,生地会考加油!!!!考个60+的分数,2025-06-25 06:36:56,1
寄风予瑶,中考加油！！！,2025-06-25 06:36:30,2
爱吃番茄aaa,今天中考加油✊🏻,2025-06-25 06:06:51,2
年年有_雨,今天期末考我可以的,2025-06-25 05:43:49,4
_你有事吗,高考上岸,2025-06-25 05:28:33,0
特别屌,[拜],2025-06-25 05:20:53,0
爱喝鱼头汤Oo,高考上岸,2025-06-25 04:35:47,0
汤_圆__,一切顺利,2025-06-25 03:50:34,1
幸福悖论-,学校午休放的歌。。。,2025-06-25 03:29:17,0
还不变脸呢,"啦啦啦
",2025-06-25 03:09:19,0
张少祖1,600+！！！,2025-06-25 02:57:49,0
小狗小狗不要哭m,林俊杰鸟巢能不能唱这个[流泪]虽然没抢到票如果JJ真的唱了这首去了的JM可不可以拍下来[流泪][流泪]真的好想听live,2025-06-25 02:06:55,0
哈哈哈哈哈哈哈哈酱,来了,2025-06-25 02:04:20,0
扶我起来抄笔记,看看我是啥,2025-06-25 01:18:29,0
山风在哪a,629！🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈,2025-06-25 00:46:22,3
山风在哪a,629！🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈,2025-06-25 00:39:49,3
遇他的对白,希望2025年高考文化470+最好490+,2025-06-25 00:37:39,4
星期7i_,还有十一个小时查成绩 希望都能顺利上岸！,2025-06-25 00:34:55,4
丞诺xin,生地大捷[拜],2025-06-25 00:28:05,0
_autumnsong,今天一听就迷上了,2025-06-25 00:23:27,0
倒霉蛋_t_,高二期末考试加油！关关难过关关过！懂事点别让我闹心了！,2025-06-25 00:17:59,0
700XT,查分顺利，加油！,2025-06-25 00:16:57,0
_终点等你的人_,关关是难关，但我们关关过,2025-06-25 00:14:07,0
不如早点睡呐-,关关是难关 但我们关关过,2025-06-25 00:13:08,1
